date,code,week,month,customer,sales,kg
15-Nov-22,NA 3S,M11W47,11,ardi,akbar,543.312
16-Nov-22,NA 3S,M11W47,11,ardi,akbar,552.497125
17-Nov-22,NA 3S,M11W47,11,ardi,akbar,561
18-Nov-22,NA 3S,M11W47,11,ardi,akbar,575.9208
19-Nov-22,NA 3S,M11W47,11,ardi,akbar,590.2794
20-Nov-22,NA 3S,M11W48,11,ardi,akbar,604.0776
21-Nov-22,NA 3S,M11W48,11,ardi,akbar,617.3172
22-Nov-22,NA 3S,M11W48,11,ardi,akbar,630
23-Nov-22,NA 3S,M11W48,11,ardi,akbar,642.1278
24-Nov-22,NA 3S,M11W48,11,ardi,akbar,653.7024
25-Nov-22,NA 3S,M11W48,11,ardi,akbar,664.7256
26-Nov-22,NA 3S,M11W48,11,ardi,akbar,675.1992
27-Nov-22,NA 3S,M11W49,11,ardi,akbar,685.125
28-Nov-22,NA 3S,M11W49,11,ardi,akbar,699.8741867
29-Nov-22,NA 3S,M11W49,11,ardi,akbar,714.1134933
30-Nov-22,NA 3S,M11W49,11,ardi,akbar,727.84404
1-Dec-22,NA 3S,M12W49,12,ardi,akbar,741.0669467
2-Dec-22,NA 3S,M12W49,12,ardi,akbar,753.7833333
3-Dec-22,NA 3S,M12W49,12,ardi,akbar,765.99432
4-Dec-22,NA 3S,M12W50,12,ardi,akbar,777.7010267
5-Dec-22,NA 3S,M12W50,12,ardi,akbar,788.9045733
6-Dec-22,NA 3S,M12W50,12,ardi,akbar,799.60608
7-Dec-22,NA 3S,M12W50,12,ardi,akbar,809.8066667
8-Dec-22,NA 3M,M12W50,12,ardi,akbar,823.2212333
9-Dec-22,NA 3M,M12W50,12,ardi,akbar,836.3124
10-Dec-22,NA 3M,M12W50,12,ardi,akbar,849.0808667
11-Dec-22,NA 3M,M12W51,12,ardi,akbar,861.5273333
12-Dec-22,NA 3M,M12W51,12,ardi,akbar,873.6525
13-Dec-22,NA 3M,M12W51,12,ardi,akbar,885.4570667
14-Dec-22,NA 3M,M12W51,12,ardi,akbar,896.9417333
15-Dec-22,NA 3M,M12W51,12,ardi,akbar,908.1072
16-Dec-22,NA 3M,M12W51,12,ardi,akbar,918.9541667
17-Dec-22,NA 3M,M12W51,12,ardi,akbar,929.4833333
18-Dec-22,NA 3M,M12W52,12,ardi,akbar,941.22336
19-Dec-22,NA 3M,M12W52,12,ardi,akbar,952.70448
20-Dec-22,NA 3M,M12W52,12,ardi,akbar,963.9272533
21-Dec-22,NA 3M,M12W52,12,ardi,akbar,974.89224
22-Dec-22,NA 3M,M12W52,12,ardi,akbar,985.6
23-Dec-22,NA 3M,M12W52,12,ardi,akbar,996.0510933
24-Dec-22,NA 3M,M12W52,12,ardi,akbar,1006.24608
25-Dec-22,NA 3M,M12W53,12,ardi,akbar,1016.18552
26-Dec-22,NA 3M,M12W53,12,ardi,akbar,1025.869973
27-Dec-22,NA 3M,M12W53,12,ardi,akbar,1035.3
28-Dec-22,NA 3M,M12W53,12,ardi,akbar,1046.92224
29-Dec-22,NA 3M,M12W53,12,ardi,akbar,1058.253387
30-Dec-22,NA 3M,M12W53,12,ardi,akbar,1069.29408
31-Dec-22,NA 3M,M12W53,12,ardi,akbar,1080.04496
1-Jan-23,NA 3M,M1W1,1,ardi,akbar,1090.506667
2-Jan-23,NA 3M,M1W1,1,ardi,akbar,1100.67984
3-Jan-23,NA 3M,M1W1,1,ardi,akbar,1110.56512
4-Jan-23,NA 3M,M1W1,1,ardi,akbar,1120.163147
5-Jan-23,NA 3M,M1W1,1,ardi,akbar,1129.47456
6-Jan-23,NA 3M,M1W1,1,ardi,akbar,1138.5
30-Sep-22,NA 0,M9W40,9,mustofa2,akbar,5
1-Oct-22,NA 0,M10W40,10,mustofa2,akbar,5.382
2-Oct-22,NA 0,M10W41,10,mustofa2,akbar,5.764
3-Oct-22,NA 0,M10W41,10,mustofa2,akbar,6.146
4-Oct-22,NA 0,M10W41,10,mustofa2,akbar,6.528
5-Oct-22,NA 0,M10W41,10,mustofa2,akbar,6.91
6-Oct-22,NA 0,M10W41,10,mustofa2,akbar,7.292
7-Oct-22,NA 1,M10W41,10,mustofa2,akbar,7.674
8-Oct-22,NA 1,M10W41,10,mustofa2,akbar,8.056
9-Oct-22,NA 1,M10W42,10,mustofa2,akbar,8.438
10-Oct-22,NA 1,M10W42,10,mustofa2,akbar,8.82
11-Oct-22,NA 1,M10W42,10,mustofa2,akbar,9.97815
12-Oct-22,NA 1,M10W42,10,mustofa2,akbar,11.1321
13-Oct-22,NA 1,M10W42,10,mustofa2,akbar,12.28185
14-Oct-22,NA 1,M10W42,10,mustofa2,akbar,13.4274
15-Oct-22,NA 1,M10W42,10,mustofa2,akbar,14.3375
16-Oct-22,NA 1,M10W43,10,mustofa2,akbar,15.4566
17-Oct-22,NA 1,M10W43,10,mustofa2,akbar,16.57156667
18-Oct-22,NA 1,M10W43,10,mustofa2,akbar,17.6824
19-Oct-22,NA 1,M10W43,10,mustofa2,akbar,18.7891
20-Oct-22,NA 2,M10W43,10,mustofa2,akbar,20.119
21-Oct-22,NA 2,M10W43,10,mustofa2,akbar,21.44394
22-Oct-22,NA 2,M10W43,10,mustofa2,akbar,22.39676
23-Oct-22,NA 2,M10W44,10,mustofa2,akbar,23.69057
24-Oct-22,NA 2,M10W44,10,mustofa2,akbar,24.9795
25-Oct-22,NA 2,M10W44,10,mustofa2,akbar,26.596
26-Oct-22,NA 2,M10W44,10,mustofa2,akbar,28.2064
27-Oct-22,NA 2,M10W44,10,mustofa2,akbar,29.8107
28-Oct-22,NA 2,M10W44,10,mustofa2,akbar,31.4089
29-Oct-22,NA 2,M10W44,10,mustofa2,akbar,32.4
30-Oct-22,NA 3,M10W45,10,mustofa2,akbar,33.94624
31-Oct-22,NA 3,M10W45,10,mustofa2,akbar,35.41712
1-Nov-22,NA 3,M11W45,11,mustofa2,akbar,36.81288
2-Nov-22,NA 3,M11W45,11,mustofa2,akbar,38.13376
3-Nov-22,NA 3,M11W45,11,mustofa2,akbar,39.38
4-Nov-22,NA 3,M11W45,11,mustofa2,akbar,40.55184
5-Nov-22,NA 3,M11W45,11,mustofa2,akbar,41.64952
6-Nov-22,NA 3,M11W46,11,mustofa2,akbar,42.67328
7-Nov-22,NA 3,M11W46,11,mustofa2,akbar,43.62336
8-Nov-22,NA 3,M11W46,11,mustofa2,akbar,44.5
9-Nov-22,NA 3S,M11W46,11,mustofa2,akbar,45.9724125
10-Nov-22,NA 3S,M11W46,11,mustofa2,akbar,47.3748
11-Nov-22,NA 3S,M11W46,11,mustofa2,akbar,48.7073875
12-Nov-22,NA 3S,M11W46,11,mustofa2,akbar,49.9704
13-Nov-22,NA 3S,M11W47,11,mustofa2,akbar,51.1640625
14-Nov-22,NA 3S,M11W47,11,mustofa2,akbar,52.2886
15-Nov-22,NA 3S,M11W47,11,mustofa2,akbar,53.3442375
16-Nov-22,NA 3S,M11W47,11,mustofa2,akbar,54.3312
17-Nov-22,NA 3S,M11W47,11,mustofa2,akbar,55.2497125
18-Nov-22,NA 3S,M11W47,11,mustofa2,akbar,56.1
19-Nov-22,NA 3S,M11W47,11,mustofa2,akbar,57.59208
20-Nov-22,NA 3S,M11W48,11,mustofa2,akbar,59.02794
21-Nov-22,NA 3S,M11W48,11,mustofa2,akbar,60.40776
22-Nov-22,NA 3S,M11W48,11,mustofa2,akbar,61.73172
23-Nov-22,NA 3S,M11W48,11,mustofa2,akbar,63
24-Nov-22,NA 3S,M11W48,11,mustofa2,akbar,64.21278
25-Nov-22,NA 3S,M11W48,11,mustofa2,akbar,65.37024
26-Nov-22,NA 3S,M11W48,11,mustofa2,akbar,66.47256
27-Nov-22,NA 3S,M11W49,11,mustofa2,akbar,67.51992
28-Nov-22,NA 3S,M11W49,11,mustofa2,akbar,68.5125
29-Nov-22,NA 3S,M11W49,11,mustofa2,akbar,69.98741867
30-Nov-22,NA 3S,M11W49,11,mustofa2,akbar,71.41134933
1-Dec-22,NA 3S,M12W49,12,mustofa2,akbar,72.784404
2-Dec-22,NA 3S,M12W49,12,mustofa2,akbar,74.10669467
3-Dec-22,NA 3S,M12W49,12,mustofa2,akbar,75.37833333
4-Dec-22,NA 3S,M12W50,12,mustofa2,akbar,76.599432
5-Dec-22,NA 3S,M12W50,12,mustofa2,akbar,77.77010267
6-Dec-22,NA 3S,M12W50,12,mustofa2,akbar,78.89045733
7-Dec-22,NA 3S,M12W50,12,mustofa2,akbar,79.960608
8-Dec-22,NA 3S,M12W50,12,mustofa2,akbar,80.98066667
9-Dec-22,NA 3M,M12W50,12,mustofa2,akbar,82.32212333
10-Dec-22,NA 3M,M12W50,12,mustofa2,akbar,83.63124
11-Dec-22,NA 3M,M12W51,12,mustofa2,akbar,84.90808667
12-Dec-22,NA 3M,M12W51,12,mustofa2,akbar,86.15273333
13-Dec-22,NA 3M,M12W51,12,mustofa2,akbar,87.36525
14-Dec-22,NA 3M,M12W51,12,mustofa2,akbar,88.54570667
15-Dec-22,NA 3M,M12W51,12,mustofa2,akbar,89.69417333
16-Dec-22,NA 3M,M12W51,12,mustofa2,akbar,90.81072
17-Dec-22,NA 3M,M12W51,12,mustofa2,akbar,91.89541667
18-Dec-22,NA 3M,M12W52,12,mustofa2,akbar,92.94833333
19-Dec-22,NA 3M,M12W52,12,mustofa2,akbar,94.122336
20-Dec-22,NA 3M,M12W52,12,mustofa2,akbar,95.270448
21-Dec-22,NA 3M,M12W52,12,mustofa2,akbar,96.39272533
22-Dec-22,NA 3M,M12W52,12,mustofa2,akbar,97.489224
23-Dec-22,NA 3M,M12W52,12,mustofa2,akbar,98.56
24-Dec-22,NA 3M,M12W52,12,mustofa2,akbar,99.60510933
25-Dec-22,NA 3M,M12W53,12,mustofa2,akbar,100.624608
26-Dec-22,NA 3M,M12W53,12,mustofa2,akbar,101.618552
27-Dec-22,NA 3M,M12W53,12,mustofa2,akbar,102.5869973
28-Dec-22,NA 3M,M12W53,12,mustofa2,akbar,103.53
29-Dec-22,NA 3M,M12W53,12,mustofa2,akbar,104.692224
30-Dec-22,NA 3M,M12W53,12,mustofa2,akbar,105.8253387
31-Dec-22,NA 3M,M12W53,12,mustofa2,akbar,106.929408
1-Jan-23,NA 3M,M1W1,1,mustofa2,akbar,108.004496
2-Jan-23,NA 3M,M1W1,1,mustofa2,akbar,109.0506667
3-Jan-23,NA 3M,M1W1,1,mustofa2,akbar,110.067984
4-Jan-23,NA 3M,M1W1,1,mustofa2,akbar,111.056512
5-Jan-23,NA 3M,M1W1,1,mustofa2,akbar,112.0163147
6-Jan-23,NA 3M,M1W1,1,mustofa2,akbar,112.947456
7-Jan-23,NA 3M,M1W1,1,mustofa2,akbar,113.85
13-Aug-22,NA 0,M8W33,8,mustofa1,akbar,6.24375
14-Aug-22,NA 0,M8W34,8,mustofa1,akbar,6.7207725
15-Aug-22,NA 0,M8W34,8,mustofa1,akbar,7.197795
16-Aug-22,NA 0,M8W34,8,mustofa1,akbar,7.6748175
17-Aug-22,NA 0,M8W34,8,mustofa1,akbar,8.15184
18-Aug-22,NA 0,M8W34,8,mustofa1,akbar,8.6288625
19-Aug-22,NA 0,M8W34,8,mustofa1,akbar,9.105885
20-Aug-22,NA 1,M8W34,8,mustofa1,akbar,9.5829075
21-Aug-22,NA 1,M8W35,8,mustofa1,akbar,10.05993
22-Aug-22,NA 1,M8W35,8,mustofa1,akbar,10.5369525
23-Aug-22,NA 1,M8W35,8,mustofa1,akbar,11.013975
24-Aug-22,NA 1,M8W35,8,mustofa1,akbar,12.46021481
25-Aug-22,NA 1,M8W35,8,mustofa1,akbar,13.90120988
26-Aug-22,NA 1,M8W35,8,mustofa1,akbar,15.33696019
27-Aug-22,NA 1,M8W35,8,mustofa1,akbar,16.76746575
28-Aug-22,NA 1,M8W36,8,mustofa1,akbar,17.90395313
29-Aug-22,NA 1,M8W36,8,mustofa1,akbar,19.30142925
30-Aug-22,NA 1,M8W36,8,mustofa1,akbar,20.69374388
31-Aug-22,NA 1,M8W36,8,mustofa1,akbar,22.080897
1-Sep-22,NA 1,M9W36,9,mustofa1,akbar,23.46288863
2-Sep-22,NA 2,M9W36,9,mustofa1,akbar,25.12360125
3-Sep-22,NA 2,M9W36,9,mustofa1,akbar,26.77812008
4-Sep-22,NA 2,M9W37,9,mustofa1,akbar,27.96795405
5-Sep-22,NA 2,M9W37,9,mustofa1,akbar,29.58359929
6-Sep-22,NA 2,M9W37,9,mustofa1,akbar,31.19315063
7-Sep-22,NA 2,M9W37,9,mustofa1,akbar,33.211755
8-Sep-22,NA 2,M9W37,9,mustofa1,akbar,35.222742
9-Sep-22,NA 2,M9W37,9,mustofa1,akbar,37.22611163
10-Sep-22,NA 2,M9W37,9,mustofa1,akbar,39.22186387
11-Sep-22,NA 2,M9W38,9,mustofa1,akbar,40.4595
12-Sep-22,NA 3,M9W38,9,mustofa1,akbar,42.3903672
13-Sep-22,NA 3,M9W38,9,mustofa1,akbar,44.2271286
14-Sep-22,NA 3,M9W38,9,mustofa1,akbar,45.9700839
15-Sep-22,NA 3,M9W38,9,mustofa1,akbar,47.6195328
16-Sep-22,NA 3,M9W38,9,mustofa1,akbar,49.175775
17-Sep-22,NA 3,M9W38,9,mustofa1,akbar,50.6391102
18-Sep-22,NA 3,M9W39,9,mustofa1,akbar,52.0098381
19-Sep-22,NA 3,M9W39,9,mustofa1,akbar,53.2882584
20-Sep-22,NA 3,M9W39,9,mustofa1,akbar,54.4746708
21-Sep-22,NA 3,M9W39,9,mustofa1,akbar,55.569375
22-Sep-22,NA 3S,M9W39,9,mustofa1,akbar,57.40805011
23-Sep-22,NA 3S,M9W39,9,mustofa1,akbar,59.1592815
24-Sep-22,NA 3S,M9W39,9,mustofa1,akbar,60.82335014
25-Sep-22,NA 3S,M9W40,9,mustofa1,akbar,62.400537
26-Sep-22,NA 3S,M9W40,9,mustofa1,akbar,63.89112305
27-Sep-22,NA 3S,M9W40,9,mustofa1,akbar,65.29538925
28-Sep-22,NA 3S,M9W40,9,mustofa1,akbar,66.61361658
29-Sep-22,NA 3S,M9W40,9,mustofa1,akbar,67.846086
30-Sep-22,NA 3S,M9W40,9,mustofa1,akbar,68.99307848
1-Oct-22,NA 3S,M10W40,10,mustofa1,akbar,70.054875
2-Oct-22,NA 3S,M10W41,10,mustofa1,akbar,71.9181099
3-Oct-22,NA 3S,M10W41,10,mustofa1,akbar,73.71114008
4-Oct-22,NA 3S,M10W41,10,mustofa1,akbar,75.4341903
5-Oct-22,NA 3S,M10W41,10,mustofa1,akbar,77.08748535
6-Oct-22,NA 3S,M10W41,10,mustofa1,akbar,78.67125
7-Oct-22,NA 3S,M10W41,10,mustofa1,akbar,80.18570903
8-Oct-22,NA 3S,M10W41,10,mustofa1,akbar,81.6310872
9-Oct-22,NA 3S,M10W42,10,mustofa1,akbar,83.0076093
10-Oct-22,NA 3S,M10W42,10,mustofa1,akbar,84.3155001
11-Oct-22,NA 3S,M10W42,10,mustofa1,akbar,85.55498438
12-Oct-22,NA 3S,M10W42,10,mustofa1,akbar,87.39678906
13-Oct-22,NA 3S,M10W42,10,mustofa1,akbar,89.17492248
14-Oct-22,NA 3S,M10W42,10,mustofa1,akbar,90.8895245
15-Oct-22,NA 3S,M10W42,10,mustofa1,akbar,92.54073497
16-Oct-22,NA 3S,M10W43,10,mustofa1,akbar,94.12869375
17-Oct-22,NA 3S,M10W43,10,mustofa1,akbar,95.65354071
18-Oct-22,NA 3S,M10W43,10,mustofa1,akbar,97.11541571
19-Oct-22,NA 3S,M10W43,10,mustofa1,akbar,98.5144586
20-Oct-22,NA 3S,M10W43,10,mustofa1,akbar,99.85080924
21-Oct-22,NA 3S,M10W43,10,mustofa1,akbar,101.1246075
22-Oct-22,NA 3M,M10W43,10,mustofa1,akbar,102.7997515
23-Oct-22,NA 3M,M10W44,10,mustofa1,akbar,104.434511
24-Oct-22,NA 3M,M10W44,10,mustofa1,akbar,106.0289732
25-Oct-22,NA 3M,M10W44,10,mustofa1,akbar,107.5832258
26-Oct-22,NA 3M,M10W44,10,mustofa1,akbar,109.0973559
27-Oct-22,NA 3M,M10W44,10,mustofa1,akbar,110.5714512
28-Oct-22,NA 3M,M10W44,10,mustofa1,akbar,112.005599
29-Oct-22,NA 3M,M10W44,10,mustofa1,akbar,113.3998866
30-Oct-22,NA 3M,M10W45,10,mustofa1,akbar,114.7544016
31-Oct-22,NA 3M,M10W45,10,mustofa1,akbar,116.0692313
1-Nov-22,NA 3M,M11W45,11,mustofa1,akbar,117.5352671
2-Nov-22,NA 3M,M11W45,11,mustofa1,akbar,118.9689719
3-Nov-22,NA 3M,M11W45,11,mustofa1,akbar,120.3704158
4-Nov-22,NA 3M,M11W45,11,mustofa1,akbar,121.7396685
5-Nov-22,NA 3M,M11W45,11,mustofa1,akbar,123.0768
6-Nov-22,NA 3M,M11W46,11,mustofa1,akbar,124.3818803
7-Nov-22,NA 3M,M11W46,11,mustofa1,akbar,125.6549792
8-Nov-22,NA 3M,M11W46,11,mustofa1,akbar,126.8961668
9-Nov-22,NA 3M,M11W46,11,mustofa1,akbar,128.1055129
10-Nov-22,NA 3M,M11W46,11,mustofa1,akbar,129.2830875
11-Nov-22,NA 3M,M11W46,11,mustofa1,akbar,130.7344147
12-Nov-22,NA 3M,M11W46,11,mustofa1,akbar,132.1493917
13-Nov-22,NA 3M,M11W47,11,mustofa1,akbar,133.5280982
14-Nov-22,NA 3M,M11W47,11,mustofa1,akbar,134.8706144
15-Nov-22,NA 3M,M11W47,11,mustofa1,akbar,136.17702
16-Nov-22,NA 3M,M11W47,11,mustofa1,akbar,137.447395
17-Nov-22,NA 3M,M11W47,11,mustofa1,akbar,138.6818194
18-Nov-22,NA 3M,M11W47,11,mustofa1,akbar,139.8803729
19-Nov-22,NA 3M,M11W47,11,mustofa1,akbar,141.0431357
20-Nov-22,NA 3M,M11W48,11,mustofa1,akbar,142.1701875
